sales_sk,sales_id,customer_sk,product_sk,store_sk,salesperson_sk,campaign_sk,total_amount,date_sk,time_sk
1348,SALES_0001348,71323,102,280,538,1,3036.71,40,642
1349,SALES_0001349,6715,34,122,984,35,4083.96,317,494
1350,SALES_0001350,1951,134,499,1471,12,2017.47,173,488
1351,SALES_0001351,75077,208,429,1144,34,1728.93,303,676
1352,SALES_0001352,68511,96,260,1900,11,2003.15,82,1121
1353,SALES_0001353,58735,93,383,574,27,563.29,235,21
1354,SALES_0001354,40986,28,371,919,48,2438.73,306,745
1355,SALES_0001355,65957,133,146,1573,40,4557.14,332,217
1356,SALES_0001356,26216,18,130,1090,3,3241.55,47,804
1357,SALES_0001357,240,155,308,1895,20,1402.08,269,61
1358,SALES_0001358,25290,41,106,204,5,627.76,104,362
1359,SALES_0001359,21134,162,374,1314,36,3219.15,322,419
1360,SALES_0001360,42301,11,337,48,34,1247.07,280,1061
1361,SALES_0001361,9253,154,35,1026,6,4781.59,124,1357
1362,SALES_0001362,81178,71,110,1593,19,1363.51,238,629
1363,SALES_0001363,94904,152,18,524,22,1254.22,216,1086
1364,SALES_0001364,62915,42,320,571,24,4639.9,237,442
1365,SALES_0001365,46038,17,203,1450,10,4553.58,177,311
1366,SALES_0001366,3555,86,425,541,20,2054.6,273,863
1367,SALES_0001367,25029,67,151,1574,8,4462.7,137,1206
1368,SALES_0001368,75873,205,17,658,39,1857.96,333,35
1369,SALES_0001369,1191,64,53,1448,28,2966.71,241,534
1370,SALES_0001370,27136,194,345,419,26,4808.65,164,765
1371,SALES_0001371,99450,119,137,411,43,2849.03,178,845
1372,SALES_0001372,68155,4,3,292,21,1780.64,272,238
1373,SALES_0001373,4750,156,112,1078,16,742.4,225,451
1374,SALES_0001374,60834,51,466,200,29,2829.13,298,698
1375,SALES_0001375,97830,67,224,1590,41,648.0,330,1243
1376,SALES_0001376,42822,86,415,1033,6,622.74,101,1390
1377,SALES_0001377,50513,145,218,1933,6,2431.37,110,1091
1378,SALES_0001378,786,152,58,1056,9,3282.96,136,995
1379,SALES_0001379,95103,81,493,265,42,3298.44,323,725
1380,SALES_0001380,23756,106,345,1392,24,4041.41,153,80
1381,SALES_0001381,51037,107,462,1602,12,1878.81,63,943
1382,SALES_0001382,25364,197,447,1396,40,3182.23,338,354
1383,SALES_0001383,58816,149,216,1833,38,3281.98,321,250
1384,SALES_0001384,1060,127,394,372,29,2058.63,291,652
1385,SALES_0001385,23387,78,290,1507,33,1758.29,312,691
1386,SALES_0001386,36269,202,329,729,14,1590.46,206,501
1387,SALES_0001387,50008,97,477,718,26,3552.7,231,1190
1388,SALES_0001388,61846,131,271,397,37,508.69,261,1135
1389,SALES_0001389,62777,140,137,1339,9,2686.17,136,1214
1390,SALES_0001390,55558,71,434,1386,15,3471.38,162,1168
1391,SALES_0001391,97432,145,36,862,23,4034.08,179,131
1392,SALES_0001392,93493,71,370,172,6,2601.38,101,145
1393,SALES_0001393,46024,74,99,1819,25,605.18,211,764
1394,SALES_0001394,31887,193,329,1009,15,2331.45,177,53
1395,SALES_0001395,19269,41,284,811,46,1390.41,266,1270
1396,SALES_0001396,82332,69,493,492,13,3098.92,125,74
1397,SALES_0001397,84423,190,30,1416,10,1101.28,184,373
1398,SALES_0001398,59342,181,279,1218,28,1918.12,255,302
1399,SALES_0001399,16532,44,393,260,50,2819.61,335,108
1400,SALES_0001400,57655,4,179,177,28,1557.61,187,399
1401,SALES_0001401,38621,204,60,442,49,2995.49,99,1362
1402,SALES_0001402,67222,92,495,99,20,3145.08,270,460
1403,SALES_0001403,6289,89,364,1492,47,1561.68,311,461
1404,SALES_0001404,75164,52,471,1535,32,1110.17,312,18
1405,SALES_0001405,80922,143,194,196,31,3398.21,300,844
1406,SALES_0001406,97116,12,142,1204,22,4999.5,195,661
1407,SALES_0001407,33248,93,158,1464,2,1786.1,38,1125
1408,SALES_0001408,57848,49,13,250,14,2044.24,204,938
1409,SALES_0001409,86524,10,134,1104,7,4877.0,63,1045
1410,SALES_0001410,44357,64,145,507,33,3351.07,311,487
1411,SALES_0001411,3502,54,278,1055,48,2960.15,215,1311
1412,SALES_0001412,9570,177,317,1835,49,4051.62,223,763
1413,SALES_0001413,96664,157,388,768,34,3319.09,270,869
1414,SALES_0001414,81768,201,291,1203,16,1095.18,224,872
1415,SALES_0001415,55287,180,131,1675,50,2872.26,336,140
1416,SALES_0001416,98042,144,237,688,16,889.32,154,1126
1417,SALES_0001417,53037,25,196,265,15,504.72,201,668
1418,SALES_0001418,25772,96,40,1902,38,4607.08,257,554
1419,SALES_0001419,23730,118,397,1827,2,4544.13,30,1019
1420,SALES_0001420,20931,36,342,1853,34,1432.36,294,280
1421,SALES_0001421,97993,27,193,1044,42,3915.99,231,570
1422,SALES_0001422,29035,182,387,1395,7,3938.62,148,540
1423,SALES_0001423,45981,192,22,307,18,3336.91,249,736
1424,SALES_0001424,8392,4,223,286,5,3921.82,132,938
1425,SALES_0001425,95560,142,379,1190,25,4683.07,196,476
1426,SALES_0001426,71997,145,261,1294,17,1850.66,233,242
1427,SALES_0001427,60115,51,210,201,21,540.57,268,351
1428,SALES_0001428,45761,83,356,526,12,3038.13,110,29
1429,SALES_0001429,26078,127,429,1236,3,2799.84,91,18
1430,SALES_0001430,80255,205,355,437,6,4128.84,105,792
1431,SALES_0001431,52382,183,429,1783,26,4881.45,235,1213
1432,SALES_0001432,53066,18,160,1327,6,2396.34,106,498
1433,SALES_0001433,61308,115,343,619,20,4336.08,270,449
1434,SALES_0001434,95000,18,328,513,15,4056.73,218,1426
1435,SALES_0001435,40359,201,10,556,3,2877.34,61,963
1436,SALES_0001436,10170,197,457,1375,46,3240.06,206,1391
1437,SALES_0001437,61632,109,257,1958,17,4060.27,189,1189
1438,SALES_0001438,486,59,6,177,7,838.4,48,852
1439,SALES_0001439,77386,39,200,1637,1,674.08,37,1037
1440,SALES_0001440,72359,166,457,191,49,1262.68,342,63
1441,SALES_0001441,61481,127,42,1870,43,3055.83,286,181
1442,SALES_0001442,29301,93,462,391,8,1886.97,161,130
1443,SALES_0001443,44117,95,50,1235,17,2743.9,245,909
1444,SALES_0001444,51398,88,279,841,3,3855.43,79,1314
1445,SALES_0001445,38335,109,302,1362,25,1398.36,278,794
1446,SALES_0001446,41774,20,430,1748,1,4636.89,40,566
1447,SALES_0001447,89660,31,24,1900,15,2059.52,182,1021
1448,SALES_0001448,17285,115,113,1380,1,4513.35,41,1026
1449,SALES_0001449,60495,67,173,896,21,2083.16,272,85
1450,SALES_0001450,19150,26,53,537,5,1450.49,121,1169
1451,SALES_0001451,9485,60,18,456,4,1746.31,53,1282
1452,SALES_0001452,98961,104,277,692,21,1292.21,252,292
1453,SALES_0001453,2414,204,364,501,6,2570.71,117,1104
1454,SALES_0001454,63108,126,432,1825,2,4797.26,32,1407
1455,SALES_0001455,32911,36,480,191,23,1671.66,152,999
1456,SALES_0001456,4971,41,411,1405,35,3754.35,313,877
1457,SALES_0001457,91899,31,447,63,18,4361.23,260,404
1458,SALES_0001458,87102,123,264,674,23,4234.28,64,1175
1459,SALES_0001459,95684,27,306,1246,1,1021.48,40,563
1460,SALES_0001460,62847,20,148,1770,41,4893.77,313,712
1461,SALES_0001461,24626,3,463,353,50,3609.87,308,328
1462,SALES_0001462,90297,199,114,903,9,2393.08,125,1321
1463,SALES_0001463,37553,135,411,743,17,3775.9,233,507
1464,SALES_0001464,83589,92,241,509,48,4365.31,318,563
1465,SALES_0001465,97038,112,143,669,6,4554.63,129,187
1466,SALES_0001466,20511,201,132,64,22,2011.32,152,669
1467,SALES_0001467,28056,146,161,775,39,4062.49,326,1399
1468,SALES_0001468,88376,152,424,1604,16,3020.92,218,459
1469,SALES_0001469,45989,115,277,1155,29,1407.15,292,488
1470,SALES_0001470,33731,117,19,1881,40,4658.63,334,1169
1471,SALES_0001471,75675,72,236,1617,22,4313.28,84,731
1472,SALES_0001472,44943,20,373,1613,36,4790.22,297,942
1473,SALES_0001473,33712,198,363,278,13,2622.22,56,1126
1474,SALES_0001474,51254,169,363,1036,26,785.53,212,31
1475,SALES_0001475,55197,67,473,1458,33,2910.98,310,330
1476,SALES_0001476,62365,174,53,64,27,974.66,236,1187
1477,SALES_0001477,70957,71,268,1744,50,982.67,327,495
1478,SALES_0001478,21567,134,257,1531,14,1799.88,205,1292
1479,SALES_0001479,53482,177,102,1925,15,2485.67,182,235
1480,SALES_0001480,93124,108,58,1322,38,2151.52,312,1156
1481,SALES_0001481,70119,48,66,389,1,4122.58,38,1224
1482,SALES_0001482,86849,59,313,1762,7,4446.1,34,77
1483,SALES_0001483,16327,91,6,270,16,733.67,158,511
1484,SALES_0001484,78385,79,445,522,28,2080.94,211,877
1485,SALES_0001485,78512,116,209,1832,26,2592.57,196,535
1486,SALES_0001486,94106,107,131,1546,6,2314.09,110,1066
1487,SALES_0001487,47533,171,41,888,43,2818.09,191,732
1488,SALES_0001488,98358,1,180,1873,21,4675.26,262,916
1489,SALES_0001489,78594,95,453,1134,6,1757.17,120,1228
1490,SALES_0001490,7507,78,203,752,6,2676.74,117,137
1491,SALES_0001491,42674,83,356,950,9,3611.5,152,960
1492,SALES_0001492,35000,7,4,889,47,550.57,270,523
1493,SALES_0001493,6955,55,395,1572,42,745.53,335,981
1494,SALES_0001494,18614,34,341,1956,28,2732.08,178,748
1495,SALES_0001495,81953,57,302,1321,26,1914.35,276,907
1496,SALES_0001496,55353,69,79,466,22,3248.35,158,676
1497,SALES_0001497,84160,19,481,918,23,3658.19,148,633
1498,SALES_0001498,58114,67,214,198,41,3139.2,292,978
1499,SALES_0001499,32631,167,13,400,27,4114.69,252,349
1500,SALES_0001500,10048,170,15,717,10,4953.67,191,92
